iter	Passed	Remaining
1665	36039	7225
1666	36060	7203
1667	36079	7181
1668	36098	7159
1669	36120	7137
1670	36141	7115
1671	36161	7093
1672	36181	7072
1673	36202	7050
1674	36225	7028
1675	36245	7006
1676	36267	6985
1677	36288	6963
1678	36308	6941
1679	36331	6920
1680	36353	6898
1681	36375	6877
1682	36395	6855
1683	36417	6833
1684	36439	6812
1685	36461	6790
1686	36482	6768
1687	36504	6747
1688	36524	6725
1689	36545	6703
1690	36566	6681
1691	36588	6660
1692	36609	6638
1693	36630	6616
1694	36651	6595
1695	36673	6573
1696	36692	6551
1697	36713	6529
1698	36733	6507
1699	36756	6486
1700	36777	6464
1701	36798	6442
1702	36821	6421
1703	36841	6399
1704	36864	6378
1705	36888	6357
1706	36907	6335
1707	36927	6313
1708	36947	6291
1709	36970	6269
1710	36991	6248
1711	37012	6226
1712	37033	6204
1713	37055	6183
1714	37076	6161
1715	37097	6139
1716	37117	6117
1717	37140	6096
1718	37162	6074
1719	37183	6053
1720	37204	6031
1721	37226	6009
1722	37247	5988
1723	37268	5966
1724	37288	5944
1725	37309	5922
1726	37329	5900
1727	37349	5879
1728	37370	5857
1729	37391	5835
1730	37411	5813
1731	37434	5792
1732	37455	5770
1733	37475	5748
1734	37495	5727
1735	37518	5705
1736	37538	5683
1737	37560	5662
1738	37580	5640
1739	37601	5618
1740	37623	5597
1741	37646	5575
1742	37667	5553
1743	37687	5532
1744	37709	5510
1745	37731	5488
1746	37751	5467
1747	37774	5445
1748	37796	5424
1749	37818	5402
1750	37837	5380
1751	37858	5358
1752	37881	5337
1753	37903	5316
1754	37925	5294
1755	37947	5272
1756	37968	5251
1757	37987	5229
1758	38008	5207
1759	38030	5185
1760	38051	5164
1761	38071	5142
1762	38093	5120
1763	38115	5099
1764	38135	5077
1765	38157	5055
1766	38177	5034
1767	38201	5012
1768	38222	4991
1769	38243	4969
1770	38266	4948
1771	38288	4926
1772	38308	4904
1773	38331	4883
1774	38353	4861
1775	38373	4839
1776	38396	4818
1777	38417	4796
1778	38439	4775
1779	38461	4753
1780	38482	4731
1781	38502	4710
1782	38523	4688
1783	38543	4666
1784	38563	4644
1785	38583	4623
1786	38605	4601
1787	38626	4579
1788	38648	4558
1789	38667	4536
1790	38687	4514
1791	38707	4492
1792	38729	4471
1793	38751	4449
1794	38772	4428
1795	38792	4406
1796	38813	4384
1797	38832	4362
1798	38854	4341
1799	38876	4319
1800	38896	4297
1801	38916	4276
1802	38937	4254
1803	38958	4232
1804	38978	4210
1805	38999	4189
1806	39020	4167
1807	39042	4146
1808	39063	4124
1809	39083	4102
1810	39102	4080
1811	39123	4059
1812	39144	4037
1813	39165	4015
1814	39185	3994
1815	39206	3972
1816	39226	3950
1817	39248	3929
1818	39271	3907
1819	39291	3885
1820	39313	3864
1821	39335	3842
1822	39358	3821
1823	39380	3799
1824	39402	3778
1825	39422	3756
1826	39444	3735
1827	39466	3713
1828	39487	3691
1829	39509	3670
1830	39531	3648
1831	39553	3627
1832	39575	3605
1833	39595	3583
1834	39618	3562
1835	39639	3540
1836	39661	3519
1837	39680	3497
1838	39702	3475
1839	39721	3454
1840	39743	3432
1841	39766	3410
1842	39787	3389
1843	39808	3367
1844	39830	3346
1845	39850	3324
1846	39870	3302
1847	39890	3281
1848	39913	3259
1849	39933	3237
1850	39953	3216
1851	39974	3194
1852	39995	3172
1853	40016	3151
1854	40038	3129
1855	40059	3108
1856	40079	3086
1857	40100	3064
1858	40121	3043
1859	40141	3021
1860	40163	2999
1861	40185	2978
1862	40206	2956
1863	40226	2935
1864	40249	2913
1865	40268	2891
1866	40287	2869
1867	40309	2848
1868	40332	2826
1869	40352	2805
1870	40373	2783
1871	40393	2761
1872	40412	2740
1873	40433	2718
1874	40454	2696
1875	40473	2675
1876	40493	2653
1877	40515	2631
1878	40538	2610
1879	40559	2588
1880	40580	2567
1881	40601	2545
1882	40622	2524
1883	40643	2502
1884	40666	2480
1885	40686	2459
1886	40706	2437
1887	40727	2416
1888	40750	2394
1889	40771	2372
1890	40791	2351
1891	40811	2329
1892	40830	2307
1893	40851	2286
1894	40872	2264
1895	40892	2243
1896	40914	2221
1897	40935	2199
1898	40956	2178
1899	40977	2156
1900	40997	2135
1901	41018	2113
1902	41039	2091
1903	41060	2070
1904	41081	2048
1905	41102	2027
1906	41124	2005
1907	41147	1984
1908	41166	1962
1909	41190	1940
1910	41211	1919
1911	41232	1897
1912	41254	1876
1913	41274	1854
1914	41294	1832
1915	41315	1811
1916	41334	1789
1917	41356	1768
1918	41377	1746
1919	41398	1724
1920	41419	1703
1921	41440	1681
1922	41460	1660
1923	41483	1638
1924	41511	1617
1925	41540	1596
1926	41561	1574
1927	41582	1552
1928	41604	1531
1929	41624	1509
1930	41647	1488
1931	41666	1466
1932	41686	1444
1933	41707	1423
1934	41730	1401
1935	41752	1380
1936	41773	1358
1937	41796	1337
1938	41814	1315
1939	41835	1293
1940	41857	1272
1941	41877	1250
1942	41899	1229
1943	41920	1207
1944	41941	1186
1945	41963	1164
1946	41985	1142
1947	42006	1121
1948	42026	1099
1949	42047	1078
1950	42068	1056
1951	42088	1034
1952	42111	1013
1953	42131	991
1954	42152	970
1955	42173	948
1956	42194	927
1957	42214	905
1958	42235	883
1959	42257	862
1960	42277	840
1961	42296	819
1962	42318	797
1963	42340	776
1964	42362	754
1965	42383	732
1966	42404	711
1967	42426	689
1968	42447	668
1969	42467	646
1970	42488	625
1971	42511	603
1972	42531	582
1973	42553	560
1974	42573	538
1975	42593	517
1976	42615	495
1977	42634	474
1978	42654	452
1979	42674	431
1980	42696	409
1981	42717	387
1982	42737	366
1983	42757	344
1984	42778	323
1985	42797	301
1986	42817	280
1987	42838	258
1988	42859	237
1989	42879	215
1990	42900	193
1991	42921	172
1992	42941	150
1993	42961	129
1994	42981	107
1995	43001	86
1996	43024	64
1997	43046	43
1998	43068	21
1999	43089	0
