iter	RMSE
342	0.9709608513
343	0.9709414969
344	0.9705530321
345	0.9704306733
346	0.9700763276
347	0.9698796685
348	0.9697524751
349	0.9695982543
350	0.9694696316
351	0.969359834
352	0.9692589802
353	0.9691924537
354	0.9691595884
355	0.969107413
356	0.9686539059
357	0.9684399625
358	0.9681626751
359	0.9681058011
360	0.9678365254
361	0.9677843918
362	0.9676959139
363	0.9676223316
364	0.9675974759
365	0.9675288331
366	0.9673828457
367	0.9672166578
368	0.9670858022
369	0.9668458452
370	0.9665267635
371	0.9663066086
372	0.9662699863
373	0.9662450009
374	0.9662040718
375	0.9659244497
376	0.9658759394
377	0.9657545227
378	0.9657145145
379	0.9656914634
380	0.9656152661
381	0.9654851761
382	0.9649885131
383	0.9649730372
384	0.964667934
385	0.9645493107
386	0.9644729394
387	0.9640168596
388	0.9635406328
389	0.9634778454
390	0.9632786625
391	0.9632436214
392	0.9632038603
393	0.9631876917
394	0.9629891811
395	0.9629531844
396	0.9625310449
397	0.9623705854
398	0.9622579442
399	0.9621253166
400	0.9618875689
401	0.9618674303
402	0.9617074457
403	0.9615275868
404	0.9614211533
405	0.961224362
406	0.9611031427
407	0.9609607245
408	0.9609212614
409	0.9606946378
410	0.9606503763
411	0.9605211612
412	0.9604154461
413	0.9603252652
414	0.9602909261
415	0.9599105176
416	0.9598920238
417	0.9598308458
418	0.9598063937
419	0.9597490779
420	0.9597007082
421	0.9596229929
422	0.9595507997
423	0.9594986416
424	0.9594422197
425	0.959116776
426	0.958999996
427	0.9589898063
428	0.9589540014
429	0.958793007
430	0.9586775429
431	0.9584799237
432	0.9581466655
433	0.9580701479
434	0.9579237478
435	0.9575889854
436	0.9575432012
437	0.957445362
438	0.9571533307
439	0.9571372455
440	0.9570098919
441	0.9567232036
442	0.9566820403
443	0.9566749077
444	0.9566321904
445	0.956336092
446	0.9563108796
447	0.9562667249
448	0.9561977805
449	0.9561335759
450	0.9559967633
451	0.9557973821
452	0.9555442411
453	0.9554378085
454	0.9554192868
455	0.955021687
456	0.9547436142
457	0.9547249366
458	0.9545880715
459	0.9545403822
460	0.9545163816
461	0.9545029671
462	0.9543833984
463	0.9543688751
464	0.9542513638
465	0.9541873302
466	0.9541631168
467	0.9541309493
468	0.9540835053
469	0.9540712836
470	0.9540599568
471	0.9539483515
472	0.9538972834
473	0.9536931765
474	0.9534192563
475	0.9533727859
476	0.9531118082
477	0.9530850051
478	0.9529187375
479	0.9528647694
480	0.9528163578
481	0.9527500411
482	0.9526309245
483	0.9522091479
484	0.9521870039
485	0.9517552007
486	0.9516544712
487	0.9516474989
488	0.9515535863
489	0.951516027
490	0.9514794481
491	0.9511381412
492	0.9511067448
493	0.9510374954
494	0.9510247882
495	0.950941108
496	0.9508875441
497	0.9507636168
498	0.9506407917
499	0.9505515178
500	0.950427322
501	0.9504071405
502	0.9503112383
503	0.9502718185
504	0.9502178404
505	0.9501297058
506	0.9498606753
507	0.9497612782
508	0.9495081842
509	0.9494788832
510	0.9493193578
511	0.9491274413
512	0.9491061038
513	0.9490871784
514	0.9489880756
515	0.9489052011
516	0.9488845143
517	0.948477496
518	0.9484592927
519	0.9484210094
520	0.9481368789
521	0.9478349021
522	0.9475224626
523	0.9474655671
524	0.947441047
525	0.9473225054
526	0.9473080173
527	0.9472257795
528	0.9471958889
529	0.9471029628
530	0.9470715784
531	0.9467912788
532	0.9467317518
533	0.946529992
534	0.9461610162
535	0.946109596
536	0.9460330573
537	0.945758523
538	0.9456578166
539	0.9454842785
540	0.9454597626
541	0.9453758275
542	0.9453405457
543	0.9451946404
544	0.9451443487
545	0.9450054072
546	0.9449739569
547	0.9449554497
548	0.9449196131
549	0.944798003
550	0.9447768008
551	0.9446833338
552	0.94446037
553	0.9444396634
554	0.944327496
555	0.9441793675
556	0.9440699644
557	0.9440327209
558	0.9436608559
559	0.943603522
560	0.943511587
561	0.9434714442
562	0.9433954376
563	0.9433865755
564	0.9433323335
565	0.9432202103
566	0.943146119
567	0.943116923
568	0.9430001217
569	0.9426933203
570	0.9424854672
571	0.9421406015
572	0.9420904185
573	0.9416505887
574	0.9414890659
575	0.9414280544
576	0.9412844759
577	0.9410904617
578	0.9409782917
579	0.9409298595
580	0.9408867013
581	0.9405434899
582	0.9405359438
583	0.940436267
584	0.9404112805
585	0.9403574701
586	0.9402647592
587	0.9399576404
588	0.9398093235
589	0.939804402
590	0.9397867969
591	0.9396801868
592	0.939537838
593	0.9395143113
594	0.9391850787
595	0.9390761342
596	0.9387683096
597	0.9386628717
598	0.9385367834
599	0.9384829112
600	0.9384305853
601	0.9383076325
602	0.9382703225
603	0.9382498058
604	0.9381688104
605	0.9381203501
606	0.9380459967
607	0.937918071
608	0.9378530648
609	0.9378383306
610	0.9378131849
611	0.9376842404
612	0.9374775505
613	0.9372992592
614	0.9369340185
615	0.9369210858
616	0.9368323633
617	0.936617677
618	0.9364888522
619	0.9364540429
620	0.9362863673
621	0.9361467153
622	0.9361241095
623	0.9360996772
624	0.93606833
625	0.9360032682
626	0.9359841289
627	0.9359276938
628	0.9358696623
629	0.9355815952
630	0.935466444
631	0.9354456689
632	0.9353010314
633	0.9352254237
634	0.9350940085
635	0.9350068298
636	0.9349761945
637	0.9349353025
638	0.9348696618
639	0.9347302605
640	0.9344008294
641	0.934298462
642	0.9342533647
643	0.9341982775
644	0.9340163452
645	0.933989369
646	0.9335810065
647	0.9335309467
648	0.9334643948
649	0.9333820099
650	0.9332790412
651	0.9332752548
652	0.9332267011
653	0.9330492045
654	0.9329873713
655	0.9328596911
656	0.9325646725
657	0.9325062799
658	0.9324605241
659	0.9323455854
660	0.9323022108
661	0.9322502709
662	0.9320945516
663	0.9320352153
664	0.9319902311
665	0.9319759686
666	0.9318286186
667	0.9317695605
668	0.931668962
669	0.9314845178
670	0.9313954036
671	0.9313902911
672	0.9312808528
673	0.9312305499
674	0.9311732043
675	0.9309300953
676	0.9308897284
677	0.93051582
678	0.9305134788
679	0.930377306
680	0.9302724461
681	0.9302521881
682	0.9302053525
683	0.9301588649
684	0.9301205911
685	0.9300338721
686	0.9298671327
687	0.9296549103
688	0.9296347896
689	0.9295655077
690	0.929530347
691	0.9294662326
692	0.9293237199
693	0.9292166655
694	0.9291539788
695	0.9288826632
696	0.9288220952
697	0.9287713693
698	0.9285495535
699	0.9284760123
700	0.9284311091
701	0.928384523
702	0.9283470242
703	0.9282453771
704	0.9279746641
705	0.927862787
706	0.9275180381
707	0.9274034514
708	0.9271283691
709	0.9271111416
710	0.9270271598
711	0.9269954371
712	0.926946276
713	0.9267580074
714	0.9266709262
715	0.9266052577
716	0.9265982063
717	0.9265602979
718	0.9264424125
719	0.9264132583
720	0.9261604843
721	0.9261351674
722	0.925949197
723	0.9258549969
724	0.925816067
725	0.9255553655
726	0.9255027715
727	0.9254275322
728	0.9254114179
729	0.9253445949
730	0.9253089571
731	0.9252398286
732	0.9252136145
733	0.9249754136
734	0.9247357385
735	0.9247006586
736	0.9244209675
737	0.9243975507
738	0.9240398662
739	0.9239971434
740	0.9239790836
741	0.9239098665
742	0.9238594871
743	0.9237826472
744	0.9236198841
745	0.9235416817
746	0.9234626266
747	0.9234431315
748	0.9234386249
749	0.9233860051
750	0.9232049048
751	0.9231668125
752	0.923152409
753	0.9230695377
754	0.9229877188
755	0.9229007535
756	0.9227416283
757	0.9227307494
758	0.9227115148
759	0.9226670598
760	0.9226463019
761	0.9226210671
762	0.9225660181
763	0.9224782123
764	0.9223173941
765	0.9221871695
766	0.9221054793
767	0.9220595165
768	0.9220252449
769	0.9218709321
770	0.9218155846
771	0.9215555882
772	0.9214577167
773	0.9214162167
774	0.9213049696
775	0.9211825743
776	0.9210590001
777	0.9210419165
778	0.9209995807
779	0.9208591852
780	0.9207971802
781	0.9206544252
782	0.9206296521
783	0.920266258
784	0.9201442523
785	0.9199446481
786	0.9198305129
787	0.9197448132
788	0.9197135613
789	0.9197009946
790	0.919689819
791	0.9193986785
792	0.9191159141
793	0.9190555605
794	0.9189819232
795	0.9187318813
796	0.9186425431
797	0.9186269988
798	0.9183941608
799	0.9183711574
800	0.918360619
801	0.9183219539
802	0.9182278191
803	0.9181095093
804	0.9180606422
805	0.9180455278
806	0.9177760063
807	0.9177246597
808	0.9177170355
809	0.9175763989
810	0.9175417492
811	0.9174592471
812	0.9174117286
813	0.9173154135
814	0.9172198433
815	0.9171301381
816	0.9167871865
817	0.9166948985
818	0.9164712973
819	0.9164150542
820	0.9163842957
821	0.9162604401
822	0.9160695089
823	0.9159987403
824	0.9157986631
825	0.9156740588
826	0.9153496346
827	0.9151865496
828	0.91500028
829	0.914899548
830	0.9147488423
831	0.914482831
832	0.9144155766
833	0.914357843
834	0.9143214733
835	0.9142820408
836	0.914261135
837	0.9141979747
838	0.9139132561
839	0.913746266
840	0.9133608916
841	0.9133128999
842	0.9131392047
843	0.9130282237
844	0.9129587987
845	0.9127606042
846	0.9126434451
847	0.9126145428
848	0.912542265
849	0.9124465618
850	0.9123411584
851	0.9122955897
852	0.9120271447
853	0.9119576987
854	0.9118641559
855	0.9116053708
856	0.9114771607
857	0.9112520916
858	0.9111463913
859	0.9109405547
860	0.9109028338
861	0.9108569888
862	0.9108209368
863	0.9105300157
864	0.910441815
865	0.9103082911
866	0.9100713539
867	0.9099577141
868	0.909889035
869	0.9098230998
870	0.9097591347
871	0.9096081786
872	0.9094993696
873	0.9092638276
874	0.9091886512
875	0.9089832607
876	0.9089610793
877	0.9088338607
878	0.9087911113
879	0.9086980305
880	0.9085478223
881	0.9084784059
882	0.9084360601
883	0.9083397278
884	0.9083288063
885	0.9082456031
886	0.9081505608
887	0.9081373666
888	0.9080194484
889	0.9079104337
890	0.9079064419
891	0.907735296
892	0.9075686086
893	0.9075300751
894	0.9074070945
895	0.9074009757
896	0.9073740453
897	0.9073028111
898	0.9070503198
899	0.9068424956
900	0.9066943388
901	0.9066362166
902	0.9065389255
903	0.9064959145
904	0.9063656013
905	0.9062945445
906	0.9061987455
907	0.9061432951
908	0.9061232308
909	0.9059764567
910	0.9059110705
911	0.9058869045
912	0.9058268776
913	0.9057177688
914	0.905620297
915	0.9054389051
916	0.9051551495
917	0.9050840763
918	0.9049749793
919	0.9048445926
920	0.9047897346
921	0.9046592974
922	0.904603843
923	0.9045454432
924	0.9043520817
925	0.9042174507
926	0.9041406401
927	0.9040152557
928	0.9039813039
929	0.9038971225
930	0.903647816
931	0.903606557
932	0.9035750684
933	0.9035104452
934	0.9033017994
935	0.9032531614
936	0.9032083052
937	0.9031705145
938	0.9031395943
939	0.9030976095
940	0.903027091
941	0.9028612104
942	0.902787176
943	0.9027581788
944	0.9027501785
945	0.9026441094
946	0.9025539389
947	0.9024717602
948	0.9023656977
949	0.9022936445
950	0.9020248226
951	0.9020044831
952	0.9018840049
953	0.90181204
954	0.9016920369
955	0.9016514164
956	0.901599005
957	0.9015107243
958	0.9013644857
959	0.9012752515
960	0.901087679
961	0.9010642558
962	0.9010137414
963	0.9009520072
964	0.9009121063
965	0.9008818538
966	0.9007680188
967	0.9006065071
968	0.9005946521
969	0.9005593259
970	0.9004847716
971	0.9004549485
972	0.9004170656
973	0.9003300402
974	0.9002399803
975	0.9002010216
976	0.9001468724
977	0.8999674241
978	0.8998686932
979	0.8997372424
980	0.8997212646
981	0.8996727619
982	0.8995274751
983	0.899390558
984	0.8992826209
985	0.8992347631
986	0.899190797
987	0.8991510906
988	0.899090022
989	0.8989055882
990	0.8986395985
991	0.8986236139
992	0.8985269873
993	0.8983648155
994	0.8982414676
995	0.8979540345
996	0.8979249725
997	0.8978673165
998	0.8975461116
999	0.8974525436
1000	0.897350062
1001	0.897194628
1002	0.8971139499
1003	0.8970824636
1004	0.8970600233
1005	0.8970223997
1006	0.896997439
1007	0.8969904939
1008	0.8967548586
1009	0.8965264686
1010	0.8964677733
1011	0.896213403
1012	0.8960769981
1013	0.8959171548
1014	0.8958118767
1015	0.8957377174
1016	0.8956243458
1017	0.8954138744
1018	0.8953978628
1019	0.8952492079
1020	0.8951456499
1021	0.8949947971
1022	0.8949673431
1023	0.894856337
1024	0.8948072838
1025	0.8947605384
1026	0.8946082784
1027	0.8943329181
1028	0.8943094836
1029	0.8942549684
1030	0.8941764272
1031	0.894048845
1032	0.8939563783
1033	0.893871944
1034	0.8937333854
1035	0.8936784731
1036	0.8935970874
1037	0.8935696045
1038	0.8934758134
1039	0.8933131849
1040	0.8931129662
1041	0.8930235562
1042	0.8929741377
1043	0.8928138655
1044	0.8926887983
1045	0.8924940453
1046	0.8924634717
1047	0.8923563759
1048	0.8923028125
1049	0.8922778656
1050	0.8922398677
1051	0.8921514635
1052	0.8921270916
1053	0.8920449046
1054	0.8919594328
1055	0.8919155269
1056	0.8918063299
1057	0.891758956
1058	0.8916925137
1059	0.8916259532
1060	0.8915431123
1061	0.8914746361
1062	0.8913799393
1063	0.8913413251
1064	0.891264721
1065	0.8912031957
1066	0.8911733438
1067	0.891082809
1068	0.8909923807
1069	0.8909854008
1070	0.8909625956
1071	0.890889824
1072	0.8908067671
1073	0.8907337888
1074	0.89048671
1075	0.8903947702
1076	0.8903407798
1077	0.8901410739
1078	0.8900695109
1079	0.8899818831
1080	0.8897194144
1081	0.8896466378
1082	0.8896207281
1083	0.8895382286
1084	0.8894862741
1085	0.8893399436
1086	0.8892783321
1087	0.8892519505
1088	0.8892024248
1089	0.8891489365
1090	0.8890951471
1091	0.8889576762
1092	0.8889013419
1093	0.888684132
1094	0.8886111532
1095	0.8883219683
1096	0.8882731898
1097	0.8882033017
1098	0.8879986093
1099	0.8877546674
1100	0.8877502893
1101	0.887662968
1102	0.8875014485
1103	0.8874947101
1104	0.8874193851
1105	0.8873354997
1106	0.8872903495
1107	0.8871253071
1108	0.8870791444
1109	0.8869751875
1110	0.8869518017
1111	0.8868838576
1112	0.8868744212
1113	0.8868556392
1114	0.8866334187
1115	0.8865114417
1116	0.8864354382
1117	0.8864021522
1118	0.8861686517
1119	0.8861068981
1120	0.8859844393
1121	0.8859305008
1122	0.8858575098
1123	0.8857646056
1124	0.885691368
1125	0.8854054435
1126	0.8850652046
1127	0.8849608457
1128	0.8849372847
1129	0.8849183116
1130	0.8845966863
1131	0.8845035326
1132	0.8843729735
1133	0.8843257295
1134	0.884263147
1135	0.8841445179
1136	0.8840819956
1137	0.8838821047
1138	0.8837385612
1139	0.8836464017
1140	0.883601633
1141	0.8835652531
1142	0.8832972719
1143	0.8832570582
1144	0.883207932
1145	0.8831616528
1146	0.8830920399
1147	0.8829435181
1148	0.8828740059
1149	0.8827243103
1150	0.8824762764
1151	0.8822361173
1152	0.8821600958
1153	0.8819901281
1154	0.8818161917
1155	0.8815099745
1156	0.8814650261
1157	0.8813946547
1158	0.8813712505
1159	0.8810986717
1160	0.8810776736
1161	0.8809912375
1162	0.8809084503
1163	0.8805801657
1164	0.8804983337
1165	0.8804574931
1166	0.8802968952
1167	0.8800633535
1168	0.8800445539
1169	0.879870002
1170	0.8797518049
1171	0.8797114556
1172	0.879505616
1173	0.8793981395
1174	0.8791722639
1175	0.8790903548
1176	0.8790417517
1177	0.8790016023
1178	0.8789999902
1179	0.87884855
1180	0.8788458557
1181	0.8788326945
1182	0.8786910659
1183	0.8786233218
1184	0.8785079284
1185	0.878460112
1186	0.8783323693
1187	0.8782056685
1188	0.878002431
1189	0.8778075815
1190	0.8777271522
1191	0.8777228604
1192	0.877706275
1193	0.8775393735
1194	0.8774119264
1195	0.8773848304
1196	0.8771737456
1197	0.8769858727
1198	0.8769340648
1199	0.8768556911
1200	0.8766801133
1201	0.8766485316
1202	0.87656695
1203	0.8764287926
1204	0.8761631971
1205	0.8758922029
1206	0.8758738724
1207	0.8758037731
1208	0.8757764669
1209	0.8755660828
1210	0.8755138219
1211	0.8755024326
1212	0.8753110702
1213	0.8752034282
1214	0.8751008667
1215	0.8750154093
1216	0.874969112
1217	0.8749548104
1218	0.8747396377
1219	0.8744934302
1220	0.8743731368
1221	0.8741162838
1222	0.8739246979
1223	0.8739093503
1224	0.8738146482
1225	0.8737250406
1226	0.8736139345
1227	0.8735736577
1228	0.8735230094
1229	0.8733764636
1230	0.8731930549
1231	0.8731417591
1232	0.8730998365
1233	0.8729179953
1234	0.8727905682
1235	0.8725405308
1236	0.8724077799
1237	0.8723823939
1238	0.8723006877
1239	0.8722885959
1240	0.8721384747
1241	0.8720258198
1242	0.8720073322
1243	0.8719613572
1244	0.8719063982
1245	0.8717839141
1246	0.8717391933
1247	0.8716016232
1248	0.8715340052
1249	0.8714298734
1250	0.8713580214
1251	0.8712701507
1252	0.8711341846
1253	0.8710959856
1254	0.8709303317
1255	0.8708436349
1256	0.8706629361
1257	0.8705977688
1258	0.8705201253
1259	0.8704322182
1260	0.8704070151
1261	0.870274176
1262	0.8702662765
1263	0.870076146
1264	0.8699715323
1265	0.8698387303
1266	0.8697937709
1267	0.8697703197
1268	0.8695107931
1269	0.8693427099
1270	0.8692677202
1271	0.8692290228
1272	0.8692211973
1273	0.8691590661
1274	0.8690825229
1275	0.8689546961
1276	0.8688580458
1277	0.8688362178
1278	0.8686424151
1279	0.868578267
1280	0.868489838
1281	0.8683962091
1282	0.8682122351
1283	0.8681636323
1284	0.868099278
1285	0.8680614781
1286	0.8678507247
1287	0.8677727963
1288	0.8677005812
1289	0.8676979459
1290	0.8676699786
1291	0.8675819754
1292	0.8674760016
1293	0.8673695633
1294	0.867216611
1295	0.8671674689
1296	0.867129035
1297	0.8670530659
1298	0.8670455081
1299	0.8667863787
1300	0.8667653323
1301	0.8666438571
1302	0.8665873543
1303	0.8665016771
1304	0.8663571086
1305	0.866308128
1306	0.8662944794
1307	0.8662598979
1308	0.8662329336
1309	0.866163616
1310	0.8660734437
1311	0.8660266736
1312	0.8659829231
1313	0.8658660323
1314	0.8657961911
1315	0.8657934888
1316	0.8656240243
1317	0.8654847914
1318	0.8654391007
1319	0.8654325372
1320	0.8652441984
1321	0.8652331584
1322	0.8651895734
1323	0.8651172619
1324	0.8650478486
1325	0.8649090418
1326	0.8648279465
1327	0.8647988389
1328	0.8647787355
1329	0.8646472643
1330	0.8645448558
1331	0.8642812408
1332	0.8642556689
1333	0.8642283974
1334	0.8640257051
1335	0.8638138625
1336	0.8637731078
1337	0.8637371938
1338	0.8636977636
1339	0.8634140712
1340	0.8633336283
1341	0.8632811945
1342	0.8632575748
1343	0.8631711743
1344	0.8631174612
1345	0.8630907574
1346	0.8630896281
1347	0.863055294
1348	0.8630088476
1349	0.862881187
1350	0.8628557928
1351	0.8628032324
1352	0.8627417105
1353	0.8627021402
1354	0.8626761005
1355	0.8626232294
1356	0.8625337517
1357	0.8624945084
1358	0.8622998646
1359	0.8622872741
1360	0.8622508027
1361	0.8619954516
1362	0.8617342356
1363	0.8616884715
1364	0.8615452548
1365	0.861478823
1366	0.861323204
1367	0.8612775051
1368	0.8611492132
1369	0.8610975089
1370	0.8609546076
1371	0.8608217615
1372	0.8607586734
1373	0.8607469449
1374	0.860602734
1375	0.8605262611
1376	0.8604371924
1377	0.8603212862
1378	0.8600918708
1379	0.8598502471
1380	0.8598293998
1381	0.8596573793
1382	0.8595622441
1383	0.859520457
1384	0.8595096767
1385	0.8594818234
1386	0.8594507949
1387	0.8593193637
1388	0.8592183631
1389	0.8591890422
1390	0.8591692863
1391	0.8589957669
1392	0.8589276635
1393	0.8588645556
1394	0.8587924633
1395	0.8585926387
1396	0.8583807295
1397	0.8583159961
1398	0.8582004909
1399	0.8581588824
1400	0.8580819473
1401	0.8579141793
1402	0.8578483149
1403	0.8578340138
1404	0.8577694493
1405	0.8577374775
1406	0.8576344444
1407	0.8575756966
1408	0.8575561983
1409	0.857368624
1410	0.8573449651
1411	0.857152655
1412	0.8571359245
1413	0.8571147997
1414	0.8570814613
1415	0.8569945322
1416	0.8568184376
1417	0.8568134859
1418	0.8566703421
1419	0.8566264211
1420	0.8564783763
1421	0.8563065362
1422	0.8562206231
1423	0.8561399145
1424	0.8560756297
1425	0.8560289147
1426	0.8559242022
1427	0.8555332326
1428	0.8553918394
1429	0.8553378251
1430	0.8553178798
1431	0.8549941187
1432	0.8549899205
1433	0.8549092585
1434	0.8548611388
1435	0.8546992594
1436	0.8545536521
1437	0.8544902656
1438	0.8543917222
1439	0.8543035802
1440	0.8541479522
1441	0.8540600911
1442	0.8539922615
1443	0.8539813226
1444	0.853896724
1445	0.8538503978
1446	0.853821614
1447	0.8538075606
1448	0.8537020218
1449	0.8536361823
1450	0.8534597723
1451	0.8532097372
1452	0.8531404964
1453	0.8530911625
1454	0.8530329284
1455	0.8529935972
1456	0.8528374184
1457	0.8527164886
1458	0.8525413333
1459	0.8525287814
1460	0.8523994051
1461	0.8522768363
1462	0.8520770846
1463	0.8520527731
1464	0.8519584243
1465	0.8517631475
1466	0.8517443912
1467	0.8517078987
1468	0.8516391073
1469	0.8514759396
1470	0.8514479448
1471	0.8512984997
1472	0.8512283389
1473	0.8511143191
1474	0.851001115
1475	0.8509394414
1476	0.8508333202
1477	0.8507938734
1478	0.8505863662
1479	0.8505559902
1480	0.850423277
1481	0.850391385
1482	0.8503744406
1483	0.8501937301
1484	0.8500859207
1485	0.8498872277
1486	0.8497540243
1487	0.8496627391
1488	0.8494658046
1489	0.8494139634
1490	0.8492689229
1491	0.8491105546
1492	0.8490838502
1493	0.8488107252
1494	0.8487424049
1495	0.848467154
1496	0.8484444219
1497	0.8482874418
1498	0.8481328234
1499	0.8478801857
1500	0.847752581
1501	0.8477240687
1502	0.8477122802
1503	0.847593547
1504	0.8473402413
1505	0.8473011824
1506	0.8472301991
1507	0.8471865984
1508	0.8470687145
1509	0.8470320196
1510	0.8469386969
1511	0.8468172805
1512	0.8467807558
1513	0.8466815795
1514	0.8466389071
1515	0.8465780398
1516	0.8464721974
1517	0.8463160559
1518	0.8462361017
1519	0.8461464861
1520	0.8460408987
1521	0.8460378634
1522	0.8459501767
1523	0.8458026207
1524	0.8457877845
